"","ID","EARNINGS","S","EXP","BYEAR","AGE","AGEMBTH","HHINC97","POVRAT97","PRMONM","PRMONF","ASVABAR","ASVABWK","ASVABPC","ASVABMK","ASVABNO","ASVABCS","ASVABC","ASVABC4","VERBAL","ASVABMV","HEIGHT","WEIGHT04","WEIGHT11","SF","SM","SFR","SMR","SIBLINGS","JOBS","HOURS","TENURE","CATSE","COLLBARG","SEX","ETHNICITY","EDUCATION","MARITALSTAT","FAITH","METSTAT97","AREA97","CENREG97","HOUSE97","MATSTYLE","PATSTYLE","CATEMP","METSTAT11","CENREG11","AREA11"
"450",6549,19.64,17,5.75,1982,29,30,120900,957,12,10,0.1176474,-0.3098994,-0.4850428,-0.0096863,0.3490706,0.2367192,-0.1542283,-0.1928674,-0.4243166,41300,67,200,270,12,12,12,12,0,5,45,6,"No","Yes","Female","Non-black, non-hispanic","Bachelor's degree","Married, spouse present","Protestant","MSA, central city","Urban","West","Biological mother and father","Permissive","Permissive","Government","MSA, central city","South","Urban"
"1316",5451,9.37,12,9.326923,1980,31,20,28750,154,NA,NA,-0.4110214,0.1989602,-0.0056768,-0.528591,-0.7143396,-0.8192497,-0.1732193,-0.2094747,0.1026816,35301,69,155,198,12,12,12,12,2,6,24,2.538461,"No","No","Female","Non-black, non-hispanic","High school diploma","Married, spouse present","Protestant","Not in MSA","Urban","North central","Biological mother and father","Authoritarian","Authoritative","Private sector","MSA, not central city","North central","Rural"
"552",5804,15,12,7.865385,1983,28,34,720,7,12,NA,-2.349838,-2.215348,-2.045711,-1.638007,-3.580697,-1.068161,-2.462728,-2.308927,-2.272717,1433,66,183,183,12,14,NA,14,0,NA,40,2.307692,"No","No","Male","Black","High school diploma","Single, never married","Protestant","Not in MSA","Rural","South","Biological mother only","Permissive",NA,"Private sector","MSA, not central city","West","Urban"
"748",4054,18.5,13,10.44231,1981,30,19,29632,141,NA,NA,0.7193147,-0.3417596,-0.5386447,-0.3739576,0.7723106,0.239112,0.1529472,-0.1503516,-0.4698915,38105,76,330,350,6,13,NA,13,7,9,40,2.826923,"No","No","Male","Hispanic","High school diploma","Single, never married","Protestant","MSA, central city","Urban","South","Biological mother, other father",NA,NA,"Private sector","MSA, central city","West","Urban"
"156",4120,22.65,10,11.96154,1980,31,20,NA,NA,NA,NA,0.1249642,0.2911619,-0.4894232,0.5177586,-0.750774,0.2713346,0.0137522,0.1237452,-0.1061203,49276,66,178,182,7,10,7,10,3,4,45,1.384615,"No","No","Male","Non-black, non-hispanic","GED","Married, spouse present","Protestant","MSA, not central city","Urban","South","Biological mother and father","Authoritative","Authoritative","Private sector","Not in MSA","West","Rural"
"359",4459,26.49,16,7.865385,1981,30,26,NA,NA,NA,NA,0.3442313,0.3059284,-0.2417245,0.4688468,0.1405599,-0.7906938,0.206377,0.2448618,0.0338464,48861,67,193,205,14,16,14,16,1,5,40,2.153846,"No","No","Female","Non-black, non-hispanic","Associate's degree","Single, never married","Missing value","MSA, not central city","Urban","West","Biological mother and father",NA,NA,"Private sector","MSA, not central city","South","Urban"
"1679",571,22.6,12,10.07692,1980,31,30,76720,482,NA,NA,-1.740862,-1.285372,-2.081894,-1.853755,-2.22398,-2.252687,-1.882451,-1.948779,-1.796078,3328,66,195,242,12,12,NA,NA,1,4,40,1.884615,"No","No","Male","Non-black, non-hispanic","High school diploma","Married, spouse present","Catholic","MSA, not central city","Urban","West","Other","Uninvolved",NA,"Private sector","MSA, not central city","South","Urban"
"1713",3996,7.65,9,6.153846,1984,27,24,33900,157,4,NA,-1.723695,-0.5319326,-1.142459,-1.84819,-1.362837,-0.5429738,-1.407838,-1.468699,-0.8933069,9246,68,188,300,12,10,12,10,7,5,33,2.173077,"No","No","Male","Non-black, non-hispanic","High school drop-out","Single, never married","Protestant","MSA, central city","Urban","South","Biological mother, other father","Uninvolved",NA,"Missing value","MSA, not central city","West","Urban"
"176",1406,15,16,4.307693,1983,28,30,141000,886,9,4,0.5527953,1.29173,1.012456,0.3603401,-0.6107107,0.0171246,0.9365131,0.8996771,1.228377,82151,74,240,245,12,12,12,12,1,3,40,4.307693,"No","No","Male","Non-black, non-hispanic","High school diploma","Single, never married","Protestant","MSA, not central city","Urban","South","Biological mother and father","Permissive","Permissive","Non-profit","MSA, not central city","West","Urban"
"1367",181,25,19,2.211539,1982,29,26,111750,702,8,4,2.034622,2.171577,1.931465,1.949436,1.314172,2.117424,2.245183,2.262392,2.187666,100000,65,170,210,20,18,20,18,1,7,50,0.8653846,"No","No","Female","Non-black, non-hispanic","Master's degree","Married, spouse present","Protestant","MSA, not central city","Rural","North east","Biological mother and father","Authoritarian","Authoritarian","Non-profit","MSA, not central city","North east","Urban"
"288",584,24.94,18,6.461538,1981,30,18,NA,NA,NA,NA,1.339481,-0.128899,0.9248272,0.9247032,0.0756043,-0.6488773,0.9544054,0.8556852,0.4240582,81343,65,155,185,13,10,13,10,4,4,40,6.038462,"No","No","Female","Non-black, non-hispanic","Bachelor's degree","Married, spouse present","Missing value","MSA, not central city","Urban","West","Biological mother and father",NA,NA,"Non-profit","MSA, not central city","North central","Urban"
"997",241,28.95,20,1.365385,1983,28,23,78000,417,6,5,-0.0449938,-0.2927725,0.7800355,0.2829506,0.1992557,-0.2250543,0.1087205,0.2023101,0.2594541,51504,60,140,155,16,18,16,18,2,5,36,1.096154,"No","Yes","Female","Hispanic","Master's degree","Single, never married","Catholic","MSA, not central city","Urban","North east","Biological mother and father","Uninvolved","Uninvolved","Government","MSA, not central city","North east","Urban"
"1112",8794,18.33,12,9.057693,1981,30,19,32000,136,NA,NA,-0.5465916,-0.963267,-1.409388,-0.1004437,-0.9565959,-1.271311,-0.9528084,-0.8456315,-1.265675,22298,68,165,187,14,11,14,11,6,13,60,4.384615,"No","Yes","Male","Black","High school diploma","Married, spouse present","Protestant","Not in MSA","Rural","South","Biological mother and father",NA,NA,"Government","MSA, central city","West","Urban"
"248",2981,11.54,16,6.692307,1982,29,23,72220,454,9,6,1.48798,1.946195,1.743527,1.49252,0.3141199,-0.3903901,1.83119,1.865905,1.967252,99515,74,195,205,16,18,16,18,1,8,30,2.653846,"No","No","Male","Non-black, non-hispanic","Bachelor's degree","Married, spouse present","Catholic","MSA, central city","Urban","North central","Biological mother and father","Authoritative","Permissive","Private sector","MSA, central city","North central","Urban"
"789",6138,7.27,12,5.192307,1982,29,20,32000,167,10,7,-0.5440763,-1.371926,-1.315752,-0.152804,-0.8346376,-0.03881,-1.03799,-0.9477328,-1.433669,16587,71,152,284,12,9,12,9,1,4,55,0.1730769,"Yes","No","Female","Non-black, non-hispanic","High school diploma","Married, spouse present","Protestant","Not in MSA","Urban","South","Biological mother, other father","Authoritarian","Authoritarian","Private sector","MSA, central city","West","Urban"
"530",6410,2.13,15,9.711538,1981,30,26,112500,890,NA,NA,0.703331,0.2592585,-1.1892,1.199277,1.150009,0.7343787,0.1305508,0.2715533,-0.4963087,60174,72,180,175,15,15,15,NA,2,14,35,4.134615,"No","No","Male","Non-black, non-hispanic","High school diploma","Single, never married","Protestant","Not in MSA","Urban","West","Biological father only",NA,NA,"Private sector","MSA, central city","North central","Urban"
"444",5859,13.36,14,9.653846,1980,31,22,52800,332,NA,NA,0.2848008,0.5745965,0.3145967,0.262267,-1.110503,0.284737,0.400411,0.4012814,0.4737943,61063,67,165,175,13,12,13,12,1,2,40,7.096154,"No","No","Female","Non-black, non-hispanic","Associate's degree","Married, spouse present","Protestant","Not in MSA","Rural","South","Biological mother and father","Permissive","Permissive","Missing value","MSA, not central city","West","Rural"
"1638",5391,14.81,19,7,1980,31,25,23500,126,NA,NA,0.4574244,0.4095442,-0.2236407,-0.7565192,-0.9626216,-1.471605,0.302026,-0.0323033,0.098746,45865,70,185,175,16,13,16,13,3,13,60,2,"No","No","Male","Non-black, non-hispanic","Bachelor's degree","Single, never married","Catholic","Not in MSA","Urban","North central","Biological mother and father","Authoritative","Authoritative","Private sector","MSA, central city","North central","Urban"
"55",4031,26.42,12,7.307693,1981,30,22,52543,416,NA,NA,0.2174276,0.6417245,-0.836677,-0.482091,-0.4977852,-1.088353,0.0654767,-0.1292435,-0.1043557,37429,72,190,214,12,12,12,NA,1,3,40,7,"No","Yes","Male","Non-black, non-hispanic","High school diploma","Married, spouse present","Protestant","MSA, central city","Urban","South","Biological father only",NA,NA,"Private sector","MSA, central city","West","Urban"
"1310",1883,10,16,4.25,1984,27,28,57200,359,11,10,-0.0784433,-0.0003502,0.7602764,-0.6428205,0.2978167,1.129837,0.1652616,0.0101901,0.4048592,46586,65,120,140,17,13,17,13,1,5,15,4.096154,"Yes","No","Female","Non-black, non-hispanic","High school diploma","Married, spouse present","Catholic","MSA, not central city","Urban","North central","Biological mother and father","Permissive","Permissive","Private sector","MSA, central city","North central","Urban"
"1918",989,11,13,6.75,1983,28,30,84700,441,11,11,-0.0897481,1.265549,0.697743,0.0391204,0.3103726,2.042763,0.4897167,0.5345937,1.046587,62978,63,246,265,16,13,16,13,2,9,16,0.7692308,"No","No","Female","Non-black, non-hispanic","High school diploma","Single, never married","Protestant","MSA, not central city","Urban","West","Biological mother and father","Permissive","Authoritative","Private sector","MSA, not central city","South","Rural"
"1469",4427,20.77,18,5.596154,1980,31,21,66025,523,NA,NA,-0.7839736,-0.4282386,-0.0601678,-0.0229083,0.1950385,1.024988,-0.5655019,-0.3630905,-0.260848,31243,69,175,200,14,14,14,14,0,8,35,4.173077,"No","Yes","Female","Black","Bachelor's degree","Cohabiting","Catholic","MSA, central city","Urban","West","Biological mother and father","Authoritative","Authoritative","Government","MSA, central city","South","Urban"
"993",1546,10,15,5.346154,1983,28,30,53000,333,8,2,0.7520583,1.300836,0.4497535,1.135296,0.176175,0.4444442,0.8939019,1.01738,0.9331573,90453,66,140,200,12,12,12,12,1,7,40,1.519231,"No","No","Female","Non-black, non-hispanic","High school diploma","Single, never married","Protestant","MSA, not central city","Urban","South","Biological mother and father","Authoritarian","Permissive","Private sector","MSA, not central city","West","Urban"
"879",5992,10,14,5.980769,1983,28,32,NA,NA,9,5,-1.441966,-1.609776,-0.622273,-1.735539,-0.9537882,0.2571217,-1.406244,-1.514389,-1.190693,10521,65,127,135,12,12,12,12,2,1,35,8.423077,"No","No","Female","Black","GED","Cohabiting","Missing value","MSA, not central city","Rural","South","Biological mother and father","Uninvolved","Permissive","Private sector","MSA, central city","West","Urban"
"375",4955,15.25,12,10.48077,1981,30,20,20420,162,NA,NA,-0.4656077,-0.1721541,-0.6420663,-0.2244791,0.6295402,-0.7021754,-0.4800662,-0.4215805,-0.4345972,26087,68,240,280,12,13,NA,13,1,3,40,7.673077,"No","No","Female","Non-black, non-hispanic","High school diploma","Married, spouse present","Protestant","Not in MSA","Urban","North east","Biological mother only",NA,NA,"Private sector","MSA, not central city","North east","Urban"
"1083",808,18,12,8.173077,1983,28,21,51000,272,11,NA,0.3950898,-0.3918039,0.0772132,0.2257035,-0.7358409,-0.795437,0.1302399,0.0850561,-0.1681561,51988,68,175,220,12,11,12,11,2,3,40,7.961538,"No","No","Male","Hispanic","High school diploma","Married, spouse present","Protestant","MSA, not central city","Urban","North central","Biological mother and father","Permissive",NA,"Private sector","MSA, not central city","North central","Urban"
"622",2275,19.5,16,6.942307,1980,31,22,45200,284,NA,NA,0.7493927,1.306518,1.146418,0.8103548,-0.2697071,-0.3439308,1.085432,1.122244,1.307703,90598,68,215,220,12,9,12,9,1,6,40,7.538462,"No","No","Male","Non-black, non-hispanic","Bachelor's degree","Single, never married","Catholic","MSA, central city","Urban","North east","Biological mother and father","Uninvolved","Uninvolved","Private sector","MSA, not central city","North east","Rural"
"1345",3175,17.09,16,7.673077,1981,30,20,18557,99,NA,NA,0.3634117,0.9536165,0.6134502,1.117647,-0.0308965,1.489591,0.6298833,0.8523309,0.8352886,71666,66,148,160,12,13,NA,13,2,16,45,1.346154,"No","No","Female","Non-black, non-hispanic","Bachelor's degree","Other single","Protestant","MSA, central city","Urban","North central","Biological mother only",NA,NA,"Private sector","MSA, not central city","North central","Rural"
"1102",1834,11.5,13,5.961538,1983,28,35,101700,618,8,4,-0.980571,-0.3849742,-1.080442,-1.078258,-1.207675,-0.2350282,-0.9420148,-0.9868215,-0.7818649,15403,68,165,195,12,13,12,13,0,3,30,4.865385,"No","No","Male","Non-black, non-hispanic","High school diploma","Single, never married","Catholic","MSA, not central city","Urban","North central","Biological mother and father","Permissive","Permissive","Private sector","MSA, not central city","North central","Urban"
"874",5190,37.5,20,1.980769,1981,30,25,65000,347,NA,NA,1.312842,-0.0526335,0.9826543,1.191856,1.027682,1.075985,0.9766119,0.9605116,0.4955668,75905,68,143,149,14,12,14,12,2,7,30,6.826923,"No","Yes","Female","Non-black, non-hispanic","Bachelor's degree","Married, spouse present","Protestant","MSA, central city","Urban","North central","Biological mother and father",NA,NA,"Government","MSA, not central city","North central","Urban"
"665",3466,13,9,8.480769,1982,29,35,61200,385,8,8,-0.4492399,0.2239595,-0.2292689,-0.1050981,-0.8092489,-1.524922,-0.2487936,-0.1572355,-0.0032234,42322,73,185,220,13,17,13,17,0,8,45,2.384615,"No","No","Male","Non-black, non-hispanic","High school drop-out","Cohabiting","Protestant","MSA, not central city","Urban","South","Biological mother and father","Permissive","Permissive","Private sector","MSA, central city","West","Urban"
"1564",874,14.5,14,5.538462,1984,27,29,1200,5,12,13,-1.673613,-2.135786,-1.661792,-1.414596,-0.3027751,-1.388574,-1.963736,-1.927485,-2.025553,2943,71,210,245,6,10,6,10,5,3,30,4.288462,"No","Yes","Male","Hispanic","Associate's degree","Married, spouse present","Catholic","MSA, not central city","Urban","West","Biological mother and father","Permissive","Permissive","Private sector","MSA, central city","South","Urban"
"1262",6378,20,12,11.67308,1981,30,25,84200,389,NA,NA,-0.0276553,0.3582899,0.1141349,-0.1841941,-0.1467943,-1.129183,0.1141719,0.0722882,0.2515413,44116,69,180,220,13,14,13,14,3,11,35,1.576923,"Yes","No","Female","Non-black, non-hispanic","High school diploma","Cohabiting","Protestant","Not in MSA","Urban","West","Biological mother and father",NA,NA,"Private sector","Not in MSA","South","Urban"
"823",1544,9,16,5.096154,1984,27,24,54500,343,13,12,0.632297,0.8590602,1.454202,0.9494967,-0.4948392,-0.7359065,0.9826991,1.089328,1.233218,87534,60,120,130,16,12,16,12,1,8,40,0.75,"No","No","Female","Non-black, non-hispanic","Bachelor's degree","Married, spouse present","Protestant","MSA, not central city","Urban","South","Biological mother and father","Authoritative","Authoritative","Private sector","MSA, central city","West","Urban"
"878",5206,15.38,16,6.75,1983,28,24,112500,891,15,15,1.245421,0.9593485,0.8434229,0.8087757,2.385489,1.802454,1.179379,1.07867,0.9609846,85560,63,112,125,14,14,14,14,0,2,40,1.076923,"No","No","Female","Non-black, non-hispanic","Bachelor's degree","Married, spouse present","Protestant","MSA, not central city","Rural","North central","Biological mother and father","Permissive","Permissive","Private sector","MSA, not central city","North central","Rural"
"987",2380,37,16,4.211538,1984,27,25,58055,277,12,9,0.45328,0.0303836,0.2253752,-0.3163001,0.4771864,0.6710376,0.3189436,0.1092716,0.1359983,63130,66,115,117,18,14,18,14,3,7,40,1.423077,"Yes","No","Female","Non-black, non-hispanic","Bachelor's degree","Married, spouse present","Catholic","MSA, not central city","Rural","North east","Biological mother and father","Authoritative","Authoritative","Private sector","MSA, not central city","North central","Urban"
"595",2006,34.62,16,5,1982,29,39,28100,223,3,NA,1.526341,1.050359,1.078515,1.73635,1.606142,1.108189,1.423373,1.508098,1.134888,94797,72,180,188,9,12,NA,12,2,3,40,5.576923,"No","No","Male","Non-black, non-hispanic","Bachelor's degree","Single, never married","Protestant","MSA, central city","Urban","South","Biological mother only","Uninvolved",NA,"Private sector","MSA, central city","West","Urban"
"238",108,26.44,16,4.865385,1984,27,30,135000,644,12,10,0.0856557,1.473738,0.9938092,0.5826913,0.1120174,0.1019016,0.7246757,0.8768911,1.315494,83765,72,170,200,19,16,19,16,3,3,40,2.653846,"No","No","Male","Non-black, non-hispanic","Bachelor's degree","Single, never married","Catholic","MSA, central city","Urban","North east","Biological mother and father","Permissive","Permissive","Private sector","MSA, central city","North central","Urban"
"1781",5382,11.78,12,6.096154,1983,28,26,48300,258,14,7,0.4814016,0.8671468,0.5987696,0.2649283,0.2988322,-0.4619345,0.6669325,0.6184261,0.7813476,70490,66,140,230,14,13,14,13,2,5,40,1.346154,"No","No","Female","Non-black, non-hispanic","High school diploma","Other single","Catholic","Not in MSA","Urban","North central","Biological mother and father","Permissive","Authoritarian","Private sector","MSA, not central city","North central","Rural"
